      CASEID, YEAR, CAPPUN, GUNLAW, SEX, ABRAPE, CONFINAN, SATJOB
2004 600,2004,2,2,2,1,2,1
2004 601,2004,1,1,1,1,0,1
2004 602,2004,2,1,2,1,2,2
2004 603,2004,0,0,2,0,0,0
2004 604,2004,0,0,2,0,0,2
2004 605,2004,2,0,2,0,2,1
2004 606,2004,1,1,1,1,1,1
2004 607,2004,1,1,1,2,2,1
2004 608,2004,0,0,1,0,0,0
2004 609,2004,1,0,1,0,1,1
2004 610,2004,0,0,2,0,0,0
2004 611,2004,0,0,1,0,0,1
2004 612,2004,1,0,1,0,1,2
2004 613,2004,2,0,1,0,2,2
2004 614,2004,1,1,1,1,0,2
2004 615,2004,0,0,1,0,0,0
2004 616,2004,8,1,1,8,3,3
2004 617,2004,0,0,2,0,0,0
2004 618,2004,0,0,2,0,0,0
2004 619,2004,1,1,1,2,0,2
2004 620,2004,8,1,2,2,0,1
2004 621,2004,1,0,1,0,3,0
2004 622,2004,1,0,2,0,2,2
2004 623,2004,2,1,2,1,3,2
2004 624,2004,0,0,2,0,0,2
2004 625,2004,2,1,2,1,0,9
2004 626,2004,2,0,2,0,1,1
2004 627,2004,0,0,2,0,0,0
2004 628,2004,1,0,1,0,2,1
2004 629,2004,0,0,2,0,0,0
2004 630,2004,0,0,2,0,0,0
2004 631,2004,0,0,2,0,0,0
2004 632,2004,1,0,1,0,2,1
2004 633,2004,1,1,1,1,0,1
2004 634,2004,1,0,2,0,2,3
2004 635,2004,0,0,2,0,0,0
2004 636,2004,0,0,2,0,0,0
2004 637,2004,0,0,1,0,0,0
2004 638,2004,0,0,1,0,0,1
2004 639,2004,0,0,2,0,0,0
2004 640,2004,1,1,1,1,0,2
2004 641,2004,1,0,2,0,2,1
2004 642,2004,0,0,1,0,0,1
2004 643,2004,0,0,2,0,0,2
2004 644,2004,2,0,1,0,2,1
2004 645,2004,0,0,2,0,0,0
2004 646,2004,0,0,1,0,0,0
2004 647,2004,8,2,1,2,3,2
2004 648,2004,0,0,2,0,0,0
2004 649,2004,2,1,2,8,0,0
2004 650,2004,2,0,1,0,2,1
2004 651,2004,0,0,2,0,0,0
2004 652,2004,1,1,2,2,0,2
2004 653,2004,0,0,1,0,0,0
2004 654,2004,0,0,2,0,0,2
2004 655,2004,0,0,2,0,0,0
2004 656,2004,0,0,2,0,0,0
2004 657,2004,1,0,1,0,1,0
2004 658,2004,0,0,2,0,0,3
2004 659,2004,0,0,2,0,0,1
2004 660,2004,0,0,2,0,0,0
2004 661,2004,2,0,1,0,2,2
2004 662,2004,0,0,1,0,0,0
2004 663,2004,2,1,1,1,0,3
2004 664,2004,0,0,2,0,0,0
2004 665,2004,2,1,2,9,2,2
2004 666,2004,0,0,1,0,0,0
2004 667,2004,1,0,2,0,1,0
2004 668,2004,1,1,2,1,2,2
2004 669,2004,0,0,2,0,0,1
2004 670,2004,1,1,2,2,0,1
2004 671,2004,2,0,2,0,2,2
2004 672,2004,0,0,1,0,0,0
2004 673,2004,1,1,1,1,0,2
2004 674,2004,8,2,1,8,2,1
2004 675,2004,1,1,2,1,0,2
2004 676,2004,0,0,1,0,0,1
2004 677,2004,1,0,2,0,3,1
2004 678,2004,0,0,1,0,0,0
2004 679,2004,0,0,2,0,0,2
2004 680,2004,2,1,2,1,1,2
2004 681,2004,2,0,1,0,3,1
2004 682,2004,0,0,1,0,0,0
2004 683,2004,0,0,1,0,0,0
2004 684,2004,0,0,2,0,0,0
2004 685,2004,1,1,2,9,0,0
2004 686,2004,0,0,2,0,0,2
2004 687,2004,0,0,1,0,0,2
2004 688,2004,0,0,2,0,0,0
2004 689,2004,1,1,2,1,0,2
2004 690,2004,0,0,2,0,0,0
2004 691,2004,0,0,1,0,0,0
2004 692,2004,0,0,2,0,0,0
2004 693,2004,1,1,2,1,0,0
2004 694,2004,0,0,2,0,0,0
2004 695,2004,1,1,1,1,1,1
2004 696,2004,8,1,1,1,2,4
2004 697,2004,1,0,1,0,3,4
2004 698,2004,0,0,2,0,0,0
2004 699,2004,0,0,2,0,0,0
2004 700,2004,0,0,1,0,0,0
2004 701,2004,0,0,2,0,0,1
2004 702,2004,1,1,2,2,2,2
2004 703,2004,2,1,2,1,0,1
2004 704,2004,8,0,2,0,2,1
2004 705,2004,0,0,2,0,0,0
2004 706,2004,0,0,1,0,0,0
2004 707,2004,2,1,1,1,0,4
2004 708,2004,0,0,1,0,0,0
2004 709,2004,0,0,1,0,0,1
2004 710,2004,0,0,2,0,0,1
2004 711,2004,2,0,2,0,2,3
2004 712,2004,1,0,1,0,1,1
2004 713,2004,0,0,1,0,0,0
2004 714,2004,0,0,2,0,0,0
2004 715,2004,0,0,2,0,0,1
2004 716,2004,1,1,1,2,0,1
2004 717,2004,0,0,2,0,0,2
2004 718,2004,0,0,2,0,0,2
2004 719,2004,0,0,2,0,0,1
2004 720,2004,1,1,1,1,1,1
2004 721,2004,2,1,2,1,1,0
2004 722,2004,2,1,2,2,3,0
2004 723,2004,0,0,2,0,0,1
2004 724,2004,0,0,2,0,0,0
2004 725,2004,8,0,1,0,2,0
2004 726,2004,0,0,2,0,0,2
2004 727,2004,1,1,2,1,0,1
2004 728,2004,1,1,2,1,2,1
2004 729,2004,0,0,1,0,0,0
2004 730,2004,0,0,1,0,0,0
2004 731,2004,1,0,2,0,3,1
2004 732,2004,1,0,1,0,2,1
2004 733,2004,0,0,1,0,0,0
2004 734,2004,0,0,2,0,0,0
2004 735,2004,0,0,1,0,0,0
2004 736,2004,2,1,1,1,0,4
2004 737,2004,1,0,2,0,1,1
2004 738,2004,9,0,2,0,2,0
2004 739,2004,1,0,2,0,1,1
2004 740,2004,1,1,1,1,2,2
2004 741,2004,1,1,2,1,0,0
2004 742,2004,0,0,2,0,0,0
2004 743,2004,1,2,1,1,0,2
2004 744,2004,0,0,1,0,0,0
2004 745,2004,1,0,1,0,2,1
2004 746,2004,0,0,2,0,0,2
2004 747,2004,1,1,1,1,1,1
2004 748,2004,0,0,1,0,0,0
2004 749,2004,2,1,1,1,0,0
2004 750,2004,1,2,2,1,0,0
2004 751,2004,0,0,2,0,0,1
2004 752,2004,1,1,2,1,1,2
2004 753,2004,1,0,2,0,2,1
2004 754,2004,1,1,1,1,2,0
2004 755,2004,0,0,1,0,0,0
2004 756,2004,0,0,2,0,0,4
2004 757,2004,1,1,2,8,0,1
2004 758,2004,0,0,1,0,0,0
2004 759,2004,0,0,1,0,0,0
2004 760,2004,1,1,2,1,0,2
2004 761,2004,2,1,2,1,0,2
2004 762,2004,0,0,2,0,0,0
2004 763,2004,0,0,2,0,0,0
2004 764,2004,0,0,1,0,0,2
2004 765,2004,2,0,2,0,3,2
2004 766,2004,8,2,2,1,1,2
2004 767,2004,0,0,2,0,0,0
2004 768,2004,0,0,2,0,0,1
2004 769,2004,0,0,2,0,0,0
2004 770,2004,0,0,1,0,0,2
2004 771,2004,1,1,2,1,0,3
2004 772,2004,2,1,1,1,1,2
2004 773,2004,0,0,1,0,0,0
2004 774,2004,2,1,1,1,2,3
2004 775,2004,1,0,1,0,1,1
2004 776,2004,2,1,2,1,0,1
2004 777,2004,0,0,1,0,0,2
2004 778,2004,2,0,2,0,1,3
2004 779,2004,2,2,1,2,0,1
2004 780,2004,0,0,2,0,0,0
2004 781,2004,0,0,1,0,0,2
2004 782,2004,2,1,2,1,2,1
2004 783,2004,0,0,1,0,0,1
2004 784,2004,0,0,2,0,0,0
2004 785,2004,1,0,1,0,2,2
2004 786,2004,1,2,1,1,0,1
2004 787,2004,1,1,2,1,1,1
2004 788,2004,0,0,2,0,0,0
2004 789,2004,0,0,1,0,0,0
2004 790,2004,0,0,1,0,0,1
2004 791,2004,1,0,1,0,2,1
2004 792,2004,2,1,2,1,0,1
2004 793,2004,2,0,1,0,1,2
2004 794,2004,0,0,1,0,0,0
2004 795,2004,0,0,2,0,0,2
2004 796,2004,8,0,1,0,3,0
2004 797,2004,0,0,2,0,0,0
2004 798,2004,0,0,2,0,0,0
2004 799,2004,0,0,2,0,0,0
2004 800,2004,0,0,1,0,0,3
2004 801,2004,0,0,2,0,0,1
2004 802,2004,1,1,1,1,0,0
2004 803,2004,0,0,2,0,0,1
2004 804,2004,1,0,1,0,2,1
2004 805,2004,0,0,2,0,0,1
2004 806,2004,2,1,1,1,0,2
2004 807,2004,1,1,1,1,0,1
2004 808,2004,0,0,2,0,0,0
2004 809,2004,1,1,2,1,2,2
2004 810,2004,1,2,1,1,2,0
2004 811,2004,0,0,2,0,0,0
2004 812,2004,2,1,1,1,0,2
2004 813,2004,0,0,1,0,0,0
2004 814,2004,8,1,2,2,0,0
2004 815,2004,1,0,2,0,2,1
2004 816,2004,0,0,2,0,0,3
2004 817,2004,2,1,2,1,2,2
2004 818,2004,1,1,1,1,0,2
2004 819,2004,1,0,1,0,1,2
2004 820,2004,0,0,1,0,0,0
2004 821,2004,0,0,2,0,0,2
2004 822,2004,1,1,1,1,2,1
2004 823,2004,1,1,1,1,0,1
2004 824,2004,0,0,2,0,0,0
2004 825,2004,8,1,1,1,0,3
2004 826,2004,1,0,1,0,2,0
2004 827,2004,2,0,2,0,3,3
2004 828,2004,0,0,2,0,0,1
2004 829,2004,0,0,1,0,0,0
2004 830,2004,1,1,2,1,0,2
2004 831,2004,0,0,1,0,0,0
2004 832,2004,2,1,2,1,0,2
2004 833,2004,1,0,2,0,2,0
2004 834,2004,2,1,2,1,3,1
2004 835,2004,0,0,1,0,0,0
2004 836,2004,0,0,2,0,0,3
2004 837,2004,2,0,2,0,2,1
2004 838,2004,8,1,2,1,0,1
2004 839,2004,1,0,1,0,3,2
2004 840,2004,1,1,1,1,3,2
2004 841,2004,0,0,1,0,0,0
2004 842,2004,1,1,2,1,0,0
2004 843,2004,0,0,1,0,0,0
2004 844,2004,0,0,2,0,0,0
2004 845,2004,2,1,2,1,3,1
2004 846,2004,0,0,2,0,0,2
2004 847,2004,0,0,2,0,0,0
2004 848,2004,0,0,1,0,0,0
2004 849,2004,8,0,2,0,3,0
2004 850,2004,0,0,1,0,0,0
2004 851,2004,8,1,2,2,0,0
2004 852,2004,1,1,2,8,1,8
2004 853,2004,8,0,2,0,1,0
2004 854,2004,1,1,2,1,0,0
2004 855,2004,0,0,2,0,0,0
2004 856,2004,0,0,2,0,0,0
2004 857,2004,1,0,1,0,2,3
2004 858,2004,0,0,1,0,0,0
2004 859,2004,1,8,2,1,0,0
2004 860,2004,0,0,2,0,0,1
2004 861,2004,1,2,1,2,2,9
2004 862,2004,0,0,1,0,0,0
2004 863,2004,0,0,2,0,0,0
2004 864,2004,0,0,1,0,0,0
2004 865,2004,0,0,2,0,0,0
2004 866,2004,2,1,1,2,1,4
2004 867,2004,1,0,2,0,1,0
2004 868,2004,0,0,2,0,0,0
2004 869,2004,0,0,1,0,0,0
2004 870,2004,0,0,2,0,0,0
2004 871,2004,0,0,2,0,0,0
2004 872,2004,2,0,2,0,1,0
2004 873,2004,0,0,2,0,0,3
2004 874,2004,0,0,1,0,0,2
2004 875,2004,0,0,2,0,0,0
2004 876,2004,0,0,2,0,0,0
2004 877,2004,0,0,2,0,0,0
2004 878,2004,0,0,1,0,0,0
2004 879,2004,1,1,2,1,2,1
2004 880,2004,1,0,2,0,2,0
2004 881,2004,0,0,2,0,0,1
2004 882,2004,2,1,1,2,2,3
2004 883,2004,1,1,2,1,2,1
2004 884,2004,0,0,2,0,0,1
2004 885,2004,0,0,2,0,0,0
2004 886,2004,2,1,1,1,0,0
2004 887,2004,0,0,2,0,0,0
2004 888,2004,1,1,2,1,0,2
2004 889,2004,0,0,1,0,0,0
2004 890,2004,1,0,1,0,1,1
2004 891,2004,0,0,2,0,0,0
2004 892,2004,0,0,2,0,0,0
2004 893,2004,0,0,2,0,0,1
2004 894,2004,2,1,2,1,1,2
2004 895,2004,0,0,2,0,0,0
2004 896,2004,1,2,2,1,1,0
2004 897,2004,0,0,2,0,0,0
2004 898,2004,0,0,2,0,0,4
2004 899,2004,0,0,1,0,0,0
2004 900,2004,0,0,2,0,0,3
2004 901,2004,1,0,2,0,2,0
2004 902,2004,0,0,1,0,0,0
2004 903,2004,1,0,1,0,2,0
2004 904,2004,1,2,1,2,0,2
2004 905,2004,0,0,1,0,0,1
2004 906,2004,0,0,1,0,0,1
2004 907,2004,2,1,2,2,2,1
2004 908,2004,1,0,1,0,2,2
2004 909,2004,1,1,2,1,0,2
2004 910,2004,1,0,2,0,3,2
2004 911,2004,1,8,2,1,0,2
2004 912,2004,0,0,2,0,0,0
2004 913,2004,1,0,1,0,2,2
2004 914,2004,0,0,1,0,0,2
2004 915,2004,0,0,1,0,0,0
2004 916,2004,2,1,2,1,0,1
2004 917,2004,2,1,1,1,1,2
2004 918,2004,2,1,1,1,3,0
2004 919,2004,0,0,2,0,0,0
2004 920,2004,0,0,2,0,0,0
2004 921,2004,0,0,1,0,0,0
2004 922,2004,2,0,2,0,2,1
2004 923,2004,1,1,1,1,0,0
2004 924,2004,1,1,1,1,1,0
2004 925,2004,0,0,1,0,0,0
2004 926,2004,1,1,1,1,1,2
2004 927,2004,0,0,1,0,0,0
2004 928,2004,0,0,1,0,0,1
2004 929,2004,1,0,1,0,2,1
2004 930,2004,1,1,1,1,0,2
2004 931,2004,2,0,1,0,3,2
2004 932,2004,0,0,1,0,0,0
2004 933,2004,0,0,1,0,0,0
2004 934,2004,0,0,2,0,0,0
2004 935,2004,1,0,2,0,1,1
2004 936,2004,0,0,1,0,0,2
2004 937,2004,1,0,2,0,2,2
2004 938,2004,1,0,2,0,2,3
2004 939,2004,0,0,1,0,0,1
2004 940,2004,1,1,2,1,0,2
2004 941,2004,0,0,2,0,0,0
2004 942,2004,0,0,2,0,0,1
2004 943,2004,0,0,2,0,0,0
2004 944,2004,0,0,2,0,0,0
2004 945,2004,0,0,2,0,0,0
2004 946,2004,1,0,1,0,1,2
2004 947,2004,0,0,1,0,0,0
2004 948,2004,1,1,1,1,0,2
2004 949,2004,8,0,1,0,2,3
2004 950,2004,0,0,2,0,0,2
2004 951,2004,1,1,1,1,1,0
2004 952,2004,0,0,1,0,0,0
2004 953,2004,1,1,1,1,2,2
2004 954,2004,0,0,1,0,0,0
2004 955,2004,0,0,2,0,0,0
2004 956,2004,1,1,1,1,1,2
2004 957,2004,0,0,1,0,0,0
2004 958,2004,0,0,2,0,0,0
2004 959,2004,1,0,2,0,3,4
2004 960,2004,2,1,1,2,2,2
2004 961,2004,0,0,2,0,0,0
2004 962,2004,1,2,1,1,0,2
2004 963,2004,2,0,1,0,1,4
2004 964,2004,1,2,2,1,2,0
2004 965,2004,0,0,2,0,0,0
2004 966,2004,0,0,2,0,0,0
2004 967,2004,0,0,1,0,0,2
2004 968,2004,0,0,2,0,0,0
2004 969,2004,1,1,1,1,3,2
2004 970,2004,0,0,2,0,0,1
2004 971,2004,2,1,2,2,2,2
2004 972,2004,1,0,2,0,2,1
2004 973,2004,1,0,1,0,2,1
2004 974,2004,1,1,2,1,0,0
2004 975,2004,0,0,2,0,0,0
2004 976,2004,0,0,2,0,0,0
2004 977,2004,2,1,2,1,3,1
2004 978,2004,0,0,1,0,0,1
2004 979,2004,1,1,2,1,2,1
2004 980,2004,1,0,2,0,2,3
2004 981,2004,0,0,1,0,0,2
2004 982,2004,1,2,1,1,0,2
2004 983,2004,0,0,2,0,0,0
2004 984,2004,2,1,2,1,3,2
2004 985,2004,0,0,2,0,0,0
2004 986,2004,0,0,1,0,0,1
2004 987,2004,0,0,2,0,0,1
2004 988,2004,0,0,1,0,0,0
2004 989,2004,1,1,1,1,2,1
2004 990,2004,2,0,2,0,2,0
2004 991,2004,1,2,1,1,0,2
2004 992,2004,1,1,2,1,0,1
2004 993,2004,2,0,1,0,2,1
2004 994,2004,0,0,2,0,0,0
2004 995,2004,0,0,2,0,0,3
2004 996,2004,2,1,2,2,2,9
2004 997,2004,0,0,2,0,0,2
2004 998,2004,0,0,1,0,0,0
2004 999,2004,0,0,2,0,0,0
20041000,2004,0,0,1,0,0,0
20041001,2004,0,0,2,0,0,0
20041002,2004,1,1,2,1,0,4
20041003,2004,1,1,1,1,2,1
20041004,2004,1,1,1,1,3,8
20041005,2004,0,0,1,0,0,0
20041006,2004,2,1,2,1,0,1
20041007,2004,0,0,1,0,0,0
20041008,2004,0,0,1,0,0,1
20041009,2004,0,0,1,0,0,2
20041010,2004,2,1,2,1,0,0
20041011,2004,2,1,1,1,0,1
20041012,2004,0,0,2,0,0,0
20041013,2004,9,1,1,9,2,0
20041014,2004,1,1,1,9,0,0
20041015,2004,0,0,2,0,0,0
20041016,2004,1,1,1,1,0,1
20041017,2004,0,0,2,0,0,3
20041018,2004,0,0,1,0,0,0
20041019,2004,1,0,1,0,2,2
20041020,2004,1,1,2,1,0,2
20041021,2004,2,0,2,0,2,0
20041022,2004,8,1,1,1,3,1
20041023,2004,0,0,1,0,0,2
20041024,2004,1,1,1,1,2,1
20041025,2004,1,0,1,0,2,1
20041026,2004,0,0,1,0,0,0
20041027,2004,0,0,2,0,0,2
20041028,2004,2,0,1,0,1,0
20041029,2004,1,1,2,1,0,2
20041030,2004,1,1,1,2,2,1
20041031,2004,0,0,1,0,0,2
20041032,2004,2,0,1,0,2,1
20041033,2004,1,1,2,1,0,1
20041034,2004,0,0,2,0,0,0
20041035,2004,0,0,1,0,0,0
20041036,2004,0,0,1,0,0,0
20041037,2004,0,0,2,0,0,0
20041038,2004,2,1,1,1,0,1
20041039,2004,0,0,2,0,0,0
20041040,2004,2,0,2,0,3,3
20041041,2004,0,0,1,0,0,0
20041042,2004,0,0,1,0,0,0
20041043,2004,0,0,2,0,0,0
20041044,2004,2,1,2,1,0,2
20041045,2004,8,1,2,1,2,1
20041046,2004,1,1,2,1,0,0
20041047,2004,1,0,2,0,2,0
20041048,2004,2,1,1,2,1,0
20041049,2004,0,0,1,0,0,1
20041050,2004,0,0,2,0,0,0
20041051,2004,2,0,2,0,2,0
20041052,2004,1,1,2,1,2,0
20041053,2004,1,2,1,2,1,2
20041054,2004,0,0,2,0,0,1
20041055,2004,0,0,2,0,0,1
20041056,2004,2,0,2,0,1,0
20041057,2004,1,0,1,0,2,1
20041058,2004,1,0,1,0,2,1
20041059,2004,2,1,2,1,1,0
20041060,2004,1,1,2,1,1,1
20041061,2004,0,0,1,0,0,0
20041062,2004,2,2,2,1,0,0
20041063,2004,0,0,2,0,0,0
20041064,2004,8,2,2,1,2,1
20041065,2004,0,0,2,0,0,3
20041066,2004,0,0,2,0,0,2
20041067,2004,0,0,1,0,0,0
20041068,2004,0,0,2,0,0,0
20041069,2004,1,0,2,0,2,1
20041070,2004,0,0,1,0,0,0
20041071,2004,1,1,1,1,2,2
20041072,2004,0,0,2,0,0,0
20041073,2004,0,0,1,0,0,0
20041074,2004,1,0,2,0,1,1
20041075,2004,1,1,2,1,2,1
20041076,2004,1,0,2,0,2,2
20041077,2004,0,0,2,0,0,0
20041078,2004,1,1,2,2,2,1
20041079,2004,1,0,2,0,1,9
20041080,2004,0,0,2,0,0,1
20041081,2004,0,0,1,0,0,2
20041082,2004,1,1,1,2,0,3
20041083,2004,2,0,1,0,2,3
20041084,2004,0,0,2,0,0,0
20041085,2004,1,1,1,1,2,0
20041086,2004,1,1,2,1,0,1
20041087,2004,0,0,2,0,0,1
20041088,2004,1,0,2,0,1,1
20041089,2004,1,1,1,1,0,2
20041090,2004,1,0,2,0,2,2
20041091,2004,0,0,2,0,0,0
20041092,2004,0,0,2,0,0,1
20041093,2004,0,0,2,0,0,0
20041094,2004,1,0,1,0,1,1
20041095,2004,0,0,2,0,0,0
20041096,2004,1,2,1,1,2,2
20041097,2004,1,2,1,1,0,0
20041098,2004,0,0,2,0,0,0
20041099,2004,1,0,1,0,1,2
20041100,2004,0,0,1,0,0,0
20041101,2004,1,1,2,1,0,1
20041102,2004,1,1,1,2,2,1
20041103,2004,0,0,2,0,0,0
20041104,2004,2,1,2,1,1,1
20041105,2004,2,0,2,0,2,1
20041106,2004,1,2,2,2,2,1
20041107,2004,0,0,2,0,0,1
20041108,2004,0,0,1,0,0,0
20041109,2004,0,0,1,0,0,0
20041110,2004,0,0,1,0,0,2
20041111,2004,0,0,2,0,0,0
20041112,2004,2,0,1,0,2,2
20041113,2004,0,0,2,0,0,0
20041114,2004,0,0,1,0,0,2
20041115,2004,2,1,2,9,2,0
20041116,2004,0,0,2,0,0,0
20041117,2004,0,0,1,0,0,0
20041118,2004,1,2,2,1,0,3
20041119,2004,0,0,2,0,0,0
20041120,2004,0,0,1,0,0,3
20041121,2004,0,0,1,0,0,0
20041122,2004,0,0,1,0,0,0
20041123,2004,0,0,2,0,0,0
20041124,2004,2,1,1,1,0,2
20041125,2004,1,1,1,9,0,2
20041126,2004,1,0,2,0,2,1
20041127,2004,1,2,2,1,2,1
20041128,2004,1,2,2,1,2,1
20041129,2004,0,0,2,0,0,0
20041130,2004,0,0,2,0,0,0
20041131,2004,1,1,1,2,0,2
20041132,2004,1,2,2,1,0,0
20041133,2004,1,0,1,0,2,1
20041134,2004,0,0,2,0,0,2
20041135,2004,2,0,2,0,2,2
20041136,2004,0,0,2,0,0,1
20041137,2004,0,0,1,0,0,0
20041138,2004,1,1,2,1,0,1
20041139,2004,1,0,1,0,3,0
20041140,2004,1,0,2,0,1,1
20041141,2004,0,0,1,0,0,0
20041142,2004,0,0,2,0,0,0
20041143,2004,0,0,1,0,0,0
20041144,2004,0,0,2,0,0,1
20041145,2004,2,1,2,2,0,4
20041146,2004,0,0,2,0,0,1
20041147,2004,0,0,1,0,0,0
20041148,2004,0,0,2,0,0,0
20041149,2004,0,0,2,0,0,0
20041150,2004,0,0,1,0,0,0
20041151,2004,0,0,2,0,0,0
20041152,2004,0,0,1,0,0,0
20041153,2004,0,0,2,0,0,0
20041154,2004,2,2,1,2,0,2
20041155,2004,0,0,2,0,0,1
20041156,2004,1,0,2,0,2,2
20041157,2004,1,0,1,0,2,2
20041158,2004,1,1,2,1,2,0
20041159,2004,1,0,1,0,2,1
20041160,2004,0,0,2,0,0,0
20041161,2004,2,1,2,2,0,2
20041162,2004,0,0,1,0,0,0
20041163,2004,1,0,2,0,2,1
20041164,2004,1,1,1,1,1,2
20041165,2004,1,2,1,1,0,1
20041166,2004,1,1,2,1,1,2
20041167,2004,0,0,2,0,0,0
20041168,2004,1,0,2,0,2,0
20041169,2004,0,0,1,0,0,0
20041170,2004,2,1,2,1,2,1
20041171,2004,1,2,2,8,2,0
20041172,2004,0,0,1,0,0,0
20041173,2004,0,0,2,0,0,2
20041174,2004,0,0,1,0,0,2
20041175,2004,1,1,2,2,2,3
20041176,2004,0,0,2,0,0,0
20041177,2004,0,0,1,0,0,0
20041178,2004,1,1,2,1,3,3
20041179,2004,2,0,1,0,3,1
20041180,2004,0,0,2,0,0,0
20041181,2004,1,1,2,1,0,1
20041182,2004,2,0,2,0,1,0
20041183,2004,2,1,1,9,0,1
20041184,2004,0,0,2,0,0,0
20041185,2004,0,0,1,0,0,0
20041186,2004,1,0,2,0,2,1
20041187,2004,2,1,2,1,1,1
20041188,2004,0,0,1,0,0,0
20041189,2004,0,0,2,0,0,0
20041190,2004,2,0,2,0,2,2
20041191,2004,0,0,2,0,0,3
20041192,2004,1,1,2,1,0,3
20041193,2004,0,0,2,0,0,0
20041194,2004,0,0,2,0,0,0
20041195,2004,0,0,1,0,0,0
20041196,2004,0,0,1,0,0,0
20041197,2004,1,0,1,0,2,2
20041198,2004,0,0,2,0,0,0
20041199,2004,1,0,1,0,3,2
20041200,2004,2,1,2,1,1,2
20041201,2004,0,0,2,0,0,1
20041202,2004,0,0,2,0,0,0
20041203,2004,1,1,1,1,2,1
20041204,2004,0,0,2,0,0,0
20041205,2004,0,0,2,0,0,1
20041206,2004,1,1,2,2,0,4
20041207,2004,1,2,1,1,0,2
20041208,2004,0,0,1,0,0,0
20041209,2004,2,1,2,1,0,1
20041210,2004,1,1,2,2,0,1
20041211,2004,1,2,1,1,0,1
20041212,2004,1,1,2,1,2,1
20041213,2004,1,2,1,2,1,2
20041214,2004,1,1,1,1,0,3
20041215,2004,1,1,1,1,3,2
20041216,2004,1,0,1,0,2,2
20041217,2004,0,0,2,0,0,0
20041218,2004,2,1,2,2,1,0
20041219,2004,2,0,2,0,2,1
20041220,2004,0,0,2,0,0,0
20041221,2004,0,0,2,0,0,1
20041222,2004,0,0,2,0,0,1
20041223,2004,1,1,2,1,2,1
20041224,2004,0,0,1,0,0,0
20041225,2004,0,0,2,0,0,0
20041226,2004,2,0,2,0,2,1
20041227,2004,0,0,2,0,0,0
20041228,2004,0,0,2,0,0,0
20041229,2004,2,1,2,1,0,1
20041230,2004,0,0,1,0,0,3
20041231,2004,2,1,1,1,0,2
20041232,2004,0,0,2,0,0,2
20041233,2004,1,0,1,0,2,0
20041234,2004,0,0,2,0,0,2
20041235,2004,0,0,1,0,0,0
20041236,2004,2,2,2,2,0,2
20041237,2004,0,0,2,0,0,9
20041238,2004,0,0,2,0,0,0
20041239,2004,0,0,2,0,0,0
20041240,2004,1,0,2,0,8,2
20041241,2004,0,0,2,0,0,0
20041242,2004,2,1,2,1,2,1
20041243,2004,2,2,1,2,0,2
20041244,2004,0,0,2,0,0,0
20041245,2004,1,2,1,1,0,1
20041246,2004,0,0,2,0,0,0
20041247,2004,0,0,2,0,0,1
20041248,2004,1,2,1,2,2,2
20041249,2004,1,1,2,1,0,2
20041250,2004,8,0,2,0,8,0
20041251,2004,2,1,2,2,2,8
20041252,2004,0,0,2,0,0,0
20041253,2004,0,0,1,0,0,0
20041254,2004,1,0,1,0,2,3
20041255,2004,1,1,1,1,1,2
20041256,2004,0,0,1,0,0,0
20041257,2004,1,1,2,1,0,1
20041258,2004,0,0,1,0,0,0
20041259,2004,0,0,2,0,0,0
20041260,2004,1,1,2,1,0,1
20041261,2004,0,0,2,0,0,0
20041262,2004,0,0,1,0,0,2
20041263,2004,1,0,1,0,1,2
20041264,2004,0,0,2,0,0,0
20041265,2004,1,0,1,0,1,1
20041266,2004,2,1,2,1,2,8
20041267,2004,2,1,2,1,1,1
20041268,2004,0,0,2,0,0,2
20041269,2004,2,0,2,0,3,4
20041270,2004,1,1,1,1,0,3
20041271,2004,0,0,1,0,0,0
20041272,2004,0,0,2,0,0,0
20041273,2004,0,0,2,0,0,1
20041274,2004,0,0,2,0,0,1
20041275,2004,0,0,2,0,0,0
20041276,2004,2,0,2,0,2,2
20041277,2004,0,0,1,0,0,0
20041278,2004,0,0,2,0,0,1
20041279,2004,1,2,1,1,0,3
20041280,2004,0,0,1,0,0,1
20041281,2004,0,0,2,0,0,0
20041282,2004,1,1,1,1,0,1
20041283,2004,0,0,2,0,0,1
20041284,2004,1,0,2,0,2,2
20041285,2004,1,1,1,1,3,1
20041286,2004,0,0,1,0,0,0
20041287,2004,2,0,2,0,2,2
20041288,2004,1,1,2,1,2,0
20041289,2004,1,2,1,1,0,1
20041290,2004,2,0,2,0,2,1
20041291,2004,1,1,1,1,3,9
20041292,2004,0,0,2,0,0,0
20041293,2004,0,0,2,0,0,2
20041294,2004,0,0,2,0,0,1
20041295,2004,1,0,2,0,1,2
20041296,2004,0,0,1,0,0,0
20041297,2004,2,1,2,1,3,1
20041298,2004,2,0,2,0,2,1
20041299,2004,0,0,1,0,0,2
20041300,2004,0,0,1,0,0,0
20041301,2004,1,1,2,1,2,1
20041302,2004,0,0,2,0,0,0
20041303,2004,1,1,1,1,0,1
20041304,2004,1,2,1,1,3,9
20041305,2004,0,0,2,0,0,0
20041306,2004,1,0,1,0,1,0
20041307,2004,0,0,2,0,0,0
20041308,2004,0,0,1,0,0,0
20041309,2004,1,1,2,1,1,2
20041310,2004,0,0,2,0,0,0
20041311,2004,1,1,1,1,0,2
20041312,2004,0,0,2,0,0,0
